STATEFIPS,STATE,zipcode,Returns_pct1,Returns_pct2,Returns_pct3,Returns_pct4,Returns_pct5,Returns_pct6,total
36,NY,11741,26.92,17.85,15.16,11.21,23.53,5.33,14450
36,NY,11742,27.88,18.98,14.6,11.68,21.31,5.55,6850
36,NY,11743,25.56,14.94,11.48,8.78,21.2,18.05,22220
36,NY,11746,32.66,18.22,11.89,8.44,17.36,11.44,33650
36,NY,11747,24.18,13.5,11.41,8.76,22.54,19.62,10960
36,NY,11749,30.94,25.41,16.02,9.94,14.92,2.76,1810
36,NY,11751,27.8,19.31,14.03,10.94,20.46,7.46,7770
36,NY,11752,29.61,20.48,14.15,10.61,21.23,3.91,5370
36,NY,11753,23.6,11.34,9.78,7.61,21.27,26.4,6440
36,NY,11754,26.96,16.74,12.29,10.33,24.07,9.61,9680
36,NY,11755,28.66,16.88,13.85,11.15,22.29,7.17,6280
36,NY,11756,27.61,19.21,14.98,11.76,22.21,4.22,22960
36,NY,11757,31.31,22.01,15.21,10.62,18.01,2.85,23540
36,NY,11758,26.19,16.32,13.4,10.32,23.31,10.46,29170
36,NY,11762,24.64,14.09,12.74,10.04,27.59,10.89,11850
36,NY,11763,31.54,22.11,14.33,11.02,17.7,3.31,14520
36,NY,11764,26.57,13.99,10.85,9.75,26.57,12.26,6360
36,NY,11765,18.18,15.15,9.09,9.09,15.15,33.33,330
36,NY,11766,25.36,14.05,11.63,9.69,25.69,13.57,6190
36,NY,11767,26.62,15.59,11.86,9.66,25.24,11.03,7250
36,NY,11768,25.07,12.4,10.87,8.54,23.63,19.5,11130
36,NY,11769,25.59,16.14,12.99,11.61,25.59,8.07,5080
36,NY,11770,37.5,12.5,18.75,0,31.25,0,160
36,NY,11771,26.41,15.53,12.04,7.96,17.67,20.39,5150
36,NY,11772,32.11,23.33,14.78,10.57,16.18,3.03,22800
36,NY,11776,31.76,20.24,13.39,10.29,20.08,4.24,12250
36,NY,11777,25.96,14.89,11.28,9.57,23.4,14.89,4700
36,NY,11778,27.95,19.55,14.05,11.63,22.62,4.2,6190
36,NY,11779,28.94,20.72,15.19,11.47,20.1,3.57,19350
36,NY,11780,27.74,14.12,11.7,8.78,21.37,16.28,7860
36,NY,11782,25.62,15.89,12.93,10.1,24.51,10.96,8120
36,NY,11783,24.6,15.28,13.32,10.66,26.2,9.95,11260
36,NY,11784,31.88,22.17,15.05,10.92,17.8,2.18,12360
36,NY,11786,27.62,13.97,9.52,8.25,26.67,13.97,3150
36,NY,11787,25.84,14.03,11.47,10.04,26.13,12.49,17530
36,NY,11788,26.44,16.05,13.05,10.05,24.71,9.7,8660
36,NY,11789,28.15,19.3,15.55,12.6,20.64,3.75,3730
36,NY,11790,26.56,13.8,10.09,9.05,25.52,14.99,6740
36,NY,11791,23.79,11.93,9.79,7.9,21.73,24.86,12150
36,NY,11792,24.77,14.95,11.92,10.51,26.4,11.45,4280
36,NY,11793,24.73,14.59,12.16,10.56,26.87,11.09,16860
36,NY,11795,26.29,16.36,13.03,10.38,24.09,9.85,13200
36,NY,11796,25.53,16.49,11.17,12.23,27.13,7.45,1880
36,NY,11797,25.16,11.28,9.76,7.16,17.14,29.5,4610
36,NY,11798,43.21,28.69,12.89,5.81,8.25,1.16,8610
36,NY,11801,32.23,20.64,14.14,10.23,18.91,3.86,22000
36,NY,11803,23.47,12.3,11.31,9.14,26.07,17.71,14230
36,NY,11804,22.71,11.95,11.95,9.16,24.7,19.52,2510
36,NY,11901,39.06,26.32,13.58,8.06,10.51,2.46,13030
36,NY,11930,32.23,18.18,13.22,8.26,15.7,12.4,1210
36,NY,11931,28.32,21.24,13.27,10.62,20.35,6.19,1130
36,NY,11932,27.45,17.65,13.73,8.82,15.69,16.67,1020
36,NY,11933,31.36,20.9,12.99,10.73,18.36,5.65,3540
36,NY,11934,28.18,17.96,11.72,10.47,24.19,7.48,4010
36,NY,11935,28.72,16.92,12.82,9.74,20.51,11.28,1950
36,NY,11937,34.72,20.52,12.06,7.44,14.43,10.82,8870
36,NY,11939,26.42,20.75,15.09,11.32,16.98,9.43,530
36,NY,11940,28.16,18.05,12.27,10.47,22.38,8.66,2770
36,NY,11941,26.43,16.43,12.86,10,25.71,8.57,1400
36,NY,11942,31.8,18.01,12.26,9.2,18.77,9.96,2610
36,NY,11944,35.32,23.83,11.49,8.94,13.62,6.81,2350
36,NY,11946,34.57,22.34,14.23,8.78,14.63,5.45,7520
36,NY,11947,26.15,21.54,12.31,10.77,20,9.23,650
36,NY,11948,30.43,17.39,13.04,10.14,20.29,8.7,690
36,NY,11949,29.88,16.87,12.45,9.41,22.54,8.85,7230
36,NY,11950,38.35,25.13,14.01,8.9,12.43,1.18,7640
36,NY,11951,37.8,24.88,15.79,9.09,11.48,0.96,6270
36,NY,11952,30.89,17.37,13.51,9.65,19.69,8.88,2590
36,NY,11953,29.76,22.96,16.31,11.33,16.92,2.72,6620
36,NY,11954,33.96,25.75,13.06,7.84,11.94,7.46,2680
36,NY,11955,29.48,23.12,15.03,11.56,16.18,4.62,1730
36,NY,11956,30,15,15,10,20,10,200
36,NY,11957,24.44,17.78,11.11,8.89,22.22,15.56,450
36,NY,11958,34,22,12,8,14,10,500
36,NY,11959,26.39,13.89,9.72,9.72,18.06,22.22,720
36,NY,11960,24.68,12.99,11.69,7.79,19.48,23.38,770
36,NY,11961,30.01,21.5,16.16,11.26,18.04,3.03,6930
36,NY,11962,20,17.14,11.43,5.71,20,25.71,350
36,NY,11963,29.06,18.97,13.3,8.37,17.24,13.05,4060
36,NY,11964,29.35,17.39,13.04,10.87,18.48,10.87,920
36,NY,11965,27.78,18.52,9.26,9.26,22.22,12.96,540
36,NY,11967,34.14,23.79,15.24,10.19,15.09,1.56,12860
36,NY,11968,32.63,19.47,12.21,7.82,15.65,12.21,5240
36,NY,11970,27.27,13.64,18.18,13.64,27.27,0,220
36,NY,11971,28.29,18.09,12.83,9.54,21.71,9.54,3040
36,NY,11972,32.69,21.15,13.46,9.62,17.31,5.77,520
36,NY,11973,0,25,0,25,50,0,120
36,NY,11975,26.92,19.23,13.46,9.62,17.31,13.46,520
36,NY,11976,27.93,18.92,10.81,6.31,15.32,20.72,1110
36,NY,11977,32.09,14.18,11.94,8.21,20.15,13.43,1340
36,NY,11978,34.9,18.23,11.98,7.81,16.15,10.94,1920
36,NY,11980,25.4,19.35,16.13,13.71,21.37,4.03,2480
36,NY,12008,25,16.67,16.67,12.5,29.17,0,240
36,NY,12009,24.74,19.74,14.74,11.84,22.89,6.05,3800
36,NY,12010,40.02,26.37,13.87,8.84,9.22,1.68,13120
36,NY,12015,29.52,20.48,15.66,12.05,18.07,4.22,1660
36,NY,12017,31.25,25,12.5,12.5,18.75,0,160
36,NY,12018,26.93,19.7,15.71,11.97,20.95,4.74,4010
36,NY,12019,23.5,17,14.5,12.88,25.88,6.25,8000
36,NY,12020,29.11,21.55,15.31,11.28,18.91,3.84,16660
36,NY,12022,30,27.5,17.5,15,10,0,400
36,NY,12023,29.29,22.22,18.18,11.11,19.19,0,990
36,NY,12025,32.6,25.64,15.02,11.36,13.55,1.83,2730
36,NY,12027,25.6,15.94,12.56,12.56,26.57,6.76,2070
36,NY,12028,32.76,24.14,17.24,12.07,13.79,0,580
36,NY,12029,30,20,18,12,14,6,500
36,NY,12031,36.36,36.36,27.27,0,0,0,110
36,NY,12032,35.42,25,16.67,10.42,12.5,0,480
36,NY,12033,26.88,21.31,15.25,11.86,20.82,3.87,4130
36,NY,12035,35.71,28.57,16.67,9.52,9.52,0,420
36,NY,12037,35.91,24.86,14.36,9.39,12.15,3.31,1810
36,NY,12041,26.92,19.23,19.23,11.54,23.08,0,260
36,NY,12042,31.82,22.73,18.18,13.64,13.64,0,220
36,NY,12043,37.46,24.15,14.86,9.91,11.46,2.17,3230
36,NY,12045,33.33,29.63,11.11,11.11,14.81,0,270
36,NY,12046,28.13,21.88,15.63,12.5,21.88,0,320
36,NY,12047,32.96,26.97,15.45,9.18,12.45,3,10680
36,NY,12051,33.15,24.31,16.57,9.39,13.81,2.76,1810
36,NY,12052,26.32,22.37,18.42,14.47,18.42,0,760
36,NY,12053,26.98,20,15.81,13.02,20.47,3.72,2150
36,NY,12054,23.97,14.98,13.65,12.1,25.42,9.88,9010
36,NY,12056,27.12,21.19,14.41,12.71,21.19,3.39,1180
36,NY,12057,34.21,25,17.11,11.84,11.84,0,760
36,NY,12058,33.85,24.62,15.38,12.31,13.85,0,650
36,NY,12059,27.5,21.25,18.75,12.5,20,0,800
36,NY,12060,28.57,20,17.14,12.86,15.71,5.71,700
36,NY,12061,24.14,19.32,16.9,11.47,22.13,6.04,4970
36,NY,12062,26.44,27.59,18.39,10.34,17.24,0,870
36,NY,12063,30,20,13.33,10,26.67,0,300
36,NY,12064,39.13,30.43,17.39,13.04,0,0,230
36,NY,12065,25.77,19.36,15.08,11.18,22.15,6.45,22620
36,NY,12066,27.08,25,19.79,12.5,15.63,0,960
36,NY,12067,26.92,19.23,19.23,12.82,19.23,2.56,780
36,NY,12068,33.58,28.47,16.79,10.22,10.95,0,1370
36,NY,12069,27.27,36.36,36.36,0,0,0,110
36,NY,12070,27.69,24.62,18.46,12.31,12.31,4.62,650
36,NY,12071,41.67,25,16.67,16.67,0,0,120
36,NY,12072,31.15,27.87,14.75,12.3,13.93,0,1220
36,NY,12074,27.56,25,14.1,13.46,17.95,1.92,1560
36,NY,12075,31.79,22.52,13.91,10.6,17.22,3.97,1510
36,NY,12076,35.09,22.81,15.79,12.28,14.04,0,570
36,NY,12077,24.46,15.9,14.68,9.79,25.69,9.48,3270
36,NY,12078,42.67,28.01,13.65,7.68,7.18,0.81,9890
36,NY,12083,31.75,22.22,18.52,10.58,15.87,1.06,1890
36,NY,12084,20.17,21.89,20.6,14.59,18.88,3.86,2330
36,NY,12085,36.84,36.84,15.79,10.53,0,0,190
36,NY,12086,28.42,27.37,16.84,12.63,14.74,0,950
36,NY,12087,31.15,22.95,16.39,13.11,16.39,0,610
36,NY,12090,35.06,26.57,16.61,9.59,11.07,1.11,2710
36,NY,12092,33.93,28.57,16.07,10.71,10.71,0,560
36,NY,12093,39.71,25,14.71,8.82,11.76,0,680
36,NY,12094,28.83,25.23,17.12,11.71,17.12,0,1110
36,NY,12095,36.3,29,14.95,8.9,9.96,0.89,5620
36,NY,12106,29.32,19.55,15.79,11.28,18.05,6.02,1330
36,NY,12108,31.82,31.82,13.64,9.09,13.64,0,220
36,NY,12110,26.02,21.93,17.15,11.79,18.81,4.29,10260
36,NY,12116,36.59,28.05,15.85,9.76,9.76,0,820
36,NY,12117,33.55,29.68,14.84,9.68,10.32,1.94,1550
36,NY,12118,29.2,22.88,15.42,10.24,18.2,4.05,7910
36,NY,12120,31.03,20.69,17.24,13.79,17.24,0,290
36,NY,12121,30.3,21.21,16.16,12.12,17.17,3.03,990
36,NY,12122,37.04,26.98,15.87,9.52,10.58,0,1890
36,NY,12123,29.06,23.77,17.36,11.32,15.47,3.02,2650
36,NY,12124,28.57,21.43,17.86,10.71,21.43,0,280
36,NY,12125,37.33,28,14.67,8,8,4,750
36,NY,12130,29.41,25.49,17.65,13.73,13.73,0,510
36,NY,12131,45.45,36.36,0,18.18,0,0,110
36,NY,12132,31.58,21.05,21.05,0,26.32,0,190
36,NY,12134,34.81,26.52,14.36,9.39,12.71,2.21,1810
36,NY,12136,25,20.45,15.91,11.36,18.18,9.09,440
36,NY,12137,26.14,26.14,15.91,13.64,18.18,0,880
36,NY,12138,31.47,25.17,16.78,11.89,12.59,2.1,1430
36,NY,12139,30.77,23.08,23.08,0,23.08,0,130
36,NY,12140,24.44,23.33,14.44,13.33,21.11,3.33,900
36,NY,12143,32.03,25.39,16.02,11.33,14.06,1.17,2560
36,NY,12144,29,26.1,17.49,11.32,14.03,2.06,10690
36,NY,12147,25,17.86,21.43,17.86,17.86,0,280
36,NY,12148,24.29,13.77,11.34,11.74,27.94,10.93,2470
36,NY,12149,38.61,26.73,13.86,8.91,11.88,0,1010
36,NY,12150,31.11,24.44,17.78,11.11,15.56,0,450
36,NY,12151,22.73,22.73,18.18,13.64,22.73,0,440
36,NY,12153,25,20.83,16.67,12.5,25,0,480
36,NY,12154,27.59,23.45,15.17,12.41,18.62,2.76,1450
36,NY,12155,38.16,27.63,15.79,10.53,7.89,0,760
36,NY,12156,20.93,25.58,18.6,13.95,20.93,0,430
36,NY,12157,32.28,23.28,16.4,11.64,14.29,2.12,1890
36,NY,12158,27.19,20.94,16.25,12.5,18.75,4.38,3200
36,NY,12159,24.49,12.93,12.7,9.07,24.04,16.78,4410
36,NY,12160,34.09,20.45,18.18,11.36,15.91,0,440
36,NY,12164,37.93,24.14,13.79,10.34,13.79,0,290
36,NY,12165,27.27,18.18,13.64,13.64,18.18,9.09,220
36,NY,12166,32.81,31.25,15.63,9.38,10.94,0,640
36,NY,12167,40.54,26.13,14.41,9.01,9.91,0,1110
36,NY,12168,36.84,24.21,14.74,9.47,14.74,0,950
36,NY,12169,33.33,27.78,11.11,11.11,16.67,0,180
36,NY,12170,31.91,22.96,14.79,12.06,15.56,2.72,2570
36,NY,12172,41.38,31.03,13.79,13.79,0,0,290
36,NY,12173,33.75,23.75,17.5,12.5,12.5,0,800
36,NY,12174,33.33,22.22,16.67,11.11,16.67,0,180
36,NY,12175,34.29,22.86,17.14,14.29,11.43,0,350
36,NY,12176,36.36,18.18,18.18,27.27,0,0,110
36,NY,12177,25.71,28.57,17.14,11.43,17.14,0,350
36,NY,12180,36.65,27.16,15.04,8.47,10.85,1.82,23600
36,NY,12182,37.53,28.67,14.13,8.73,9.97,0.97,7220
36,NY,12183,34.78,33.33,17.39,7.97,6.52,0,1380
36,NY,12184,31.14,20.36,14.67,10.78,17.96,5.09,3340
36,NY,12185,30.3,24.24,16.16,9.09,17.17,3.03,990
36,NY,12186,22.87,18.18,14.37,12.02,24.63,7.92,3410
36,NY,12187,36.84,28.95,13.16,7.89,13.16,0,380
36,NY,12188,28.04,25,16.39,11.66,15.71,3.21,5920
36,NY,12189,33.69,30.79,15.13,7.83,10.3,2.25,9320
36,NY,12190,33.33,25,19.44,11.11,11.11,0,360
36,NY,12192,35.14,24.32,14.86,12.16,13.51,0,740
36,NY,12193,26.21,25.24,18.45,11.65,18.45,0,1030
36,NY,12194,36.36,36.36,0,27.27,0,0,110
36,NY,12196,27.5,19.38,14.38,11.25,21.88,5.63,1600
36,NY,12197,37.5,26.04,13.54,11.46,11.46,0,960
36,NY,12198,28.15,20.25,17.04,11.85,18.27,4.44,4050
36,NY,12202,55.5,30.73,8.49,2.75,2.52,0,4360
36,NY,12203,28.93,24.67,17.11,10.65,14.83,3.82,13620
36,NY,12204,30.65,29.9,16.33,8.79,10.05,4.27,3980
36,NY,12205,29.24,26.33,17.96,11.48,13.57,1.42,14810
36,NY,12206,53.55,28.22,9.41,3.91,4.34,0.58,6910
36,NY,12207,45.78,28.92,12.05,6.02,7.23,0,830
36,NY,12208,31.52,26.16,16.45,9.71,13.18,2.97,10090
36,NY,12209,35.12,31.09,16.51,8.45,7.87,0.96,5210
36,NY,12210,43.76,31.49,13.09,5.11,5.11,1.43,4890
36,NY,12211,24.09,15.84,13.37,11.39,21.78,13.53,6060
36,NY,12302,27.11,21.21,16.43,12.85,19.45,2.95,14240
36,NY,12303,34.37,23.76,14.13,9.62,15,3.12,15070
36,NY,12304,40.58,28.64,14.17,7.67,8.16,0.78,10300
36,NY,12305,45,31,12.5,5.5,6,0,2000
36,NY,12306,31.28,26.94,15.93,10.57,13.61,1.67,13810
36,NY,12307,66.33,25.85,5.78,1.36,0.68,0,2940
36,NY,12308,43.76,29.23,12.8,6.64,6.32,1.26,6330
36,NY,12309,23.64,16.7,14.28,11.66,24.95,8.78,15270
36,NY,12401,39.33,25.99,13.52,8.56,10.4,2.2,16350
36,NY,12404,33.33,23.64,15.15,8.48,14.55,4.85,1650
36,NY,12405,39.39,27.27,12.12,12.12,9.09,0,330
36,NY,12406,46.43,25,17.86,0,10.71,0,280
36,NY,12407,46.15,23.08,30.77,0,0,0,130
36,NY,12409,34,18,14,10,14,10,500
36,NY,12410,37.5,18.75,25,0,18.75,0,160
36,NY,12411,34.62,23.08,15.38,15.38,11.54,0,260
36,NY,12412,36.36,21.21,15.15,9.09,18.18,0,330
36,NY,12413,39.44,28.17,14.79,8.45,9.15,0,1420
36,NY,12414,38.03,25.64,14.96,8.76,10.68,1.92,4680
36,NY,12416,45.45,27.27,27.27,0,0,0,110
36,NY,12417,40,36,12,12,0,0,250
36,NY,12418,37.5,25,16.67,8.33,12.5,0,240
36,NY,12419,28.13,21.88,15.63,12.5,21.88,0,320
36,NY,12420,33.33,16.67,16.67,16.67,16.67,0,120
36,NY,12421,33.33,22.22,27.78,0,16.67,0,180
36,NY,12422,38.46,15.38,15.38,30.77,0,0,130
36,NY,12423,40.43,23.4,14.89,8.51,12.77,0,470
36,NY,12424,40,40,0,20,0,0,100
36,NY,12427,47.37,21.05,15.79,15.79,0,0,190
36,NY,12428,43.41,24.42,13.18,8.53,8.91,1.55,2580
36,NY,12429,41.67,25,20.83,0,12.5,0,240
36,NY,12430,40.91,22.73,15.91,9.09,11.36,0,440
36,NY,12431,31.43,25.71,17.14,11.43,14.29,0,700
36,NY,12432,34.29,28.57,14.29,8.57,14.29,0,350
36,NY,12433,30,20,15,10,25,0,200
36,NY,12434,40.63,31.25,15.63,12.5,0,0,320
36,NY,12435,29.41,23.53,29.41,0,17.65,0,170
36,NY,12436,37.5,25,16.67,8.33,12.5,0,240
36,NY,12439,42.11,21.05,21.05,0,15.79,0,190
36,NY,12440,31.68,22.77,14.85,9.9,16.83,3.96,1010
36,NY,12442,43.75,20.83,12.5,10.42,12.5,0,480
36,NY,12443,27.09,18.72,16.75,12.32,19.7,5.42,2030
36,NY,12444,31.25,25,25,0,18.75,0,160
36,NY,12446,36.41,23.5,15.21,10.14,13.36,1.38,2170
36,NY,12448,27.27,27.27,27.27,0,18.18,0,110
36,NY,12449,34.81,26.58,15.19,10.13,12.03,1.27,1580
36,NY,12451,33.73,26.51,16.87,9.64,13.25,0,830
36,NY,12452,36.36,36.36,0,27.27,0,0,110
36,NY,12453,38.89,27.78,22.22,0,11.11,0,180
36,NY,12454,38.46,38.46,0,23.08,0,0,130
36,NY,12455,36.84,25,17.11,10.53,10.53,0,760
36,NY,12456,34.15,31.71,17.07,9.76,7.32,0,410
36,NY,12457,41.38,17.24,10.34,10.34,13.79,6.9,290
36,NY,12458,37.04,27.78,15.74,8.33,11.11,0,1080
36,NY,12459,45.45,18.18,36.36,0,0,0,110
36,NY,12460,40,20,26.67,0,13.33,0,150
36,NY,12461,31.25,26.25,13.75,11.25,13.75,3.75,800
36,NY,12463,32,25.33,16,12,14.67,0,750
36,NY,12464,39.02,21.95,14.63,12.2,12.2,0,410
36,NY,12465,45.45,27.27,27.27,0,0,0,110
36,NY,12466,31.06,25.47,16.77,10.56,14.29,1.86,1610
36,NY,12468,44.9,22.45,14.29,8.16,10.2,0,490
36,NY,12469,31.25,25,18.75,9.38,15.63,0,320
36,NY,12470,38.1,28.57,9.52,9.52,14.29,0,210
36,NY,12471,44.83,20.69,17.24,6.9,10.34,0,290
36,NY,12472,38.1,23.81,15.48,9.52,13.1,0,840
36,NY,12473,35.56,26.67,13.33,11.11,13.33,0,450
36,NY,12474,37.04,24.07,14.81,7.41,12.96,3.7,540
36,NY,12475,35,30,20,0,15,0,200
36,NY,12477,35.63,24.43,14.14,9.95,13.46,2.38,8840
36,NY,12480,44,20,12,8,16,0,250
36,NY,12481,32.35,22.06,14.71,11.76,14.71,4.41,680
36,NY,12482,37.5,31.25,15.63,9.38,6.25,0,320
36,NY,12483,40,13.33,26.67,0,20,0,150
36,NY,12484,30.99,19.72,14.08,11.97,16.9,6.34,1420
36,NY,12485,42.55,23.4,14.89,8.51,10.64,0,470
36,NY,12486,28.21,20.51,17.95,14.1,19.23,0,780
36,NY,12487,34.75,21.28,14.89,11.35,14.89,2.84,1410
36,NY,12489,38.89,27.78,16.67,16.67,0,0,180
36,NY,12490,25,25,25,0,25,0,120
36,NY,12491,34.65,20.79,14.85,10.89,14.85,3.96,1010
36,NY,12492,50,0,30,0,20,0,100
36,NY,12493,31.58,21.05,15.79,10.53,21.05,0,190
36,NY,12494,32.35,23.53,17.65,11.76,14.71,0,340
36,NY,12495,30.77,30.77,0,15.38,23.08,0,130
36,NY,12496,40.3,22.39,13.43,8.96,11.94,2.99,670
36,NY,12498,33.61,17.65,13.87,9.66,16.39,8.82,2380
36,NY,12501,31.37,26.47,16.67,9.8,11.76,3.92,1020
36,NY,12502,29.79,25.53,19.15,6.38,14.89,4.26,470
36,NY,12503,32.14,25,10.71,10.71,21.43,0,280
36,NY,12508,31.45,23.5,15.9,10.48,16.13,2.53,8680
36,NY,12512,33.33,41.67,0,25,0,0,120
36,NY,12513,25.86,22.41,17.24,12.07,17.24,5.17,580
36,NY,12514,27.41,17.04,12.59,11.85,23.7,7.41,1350
36,NY,12515,36.47,25.88,12.94,9.41,12.94,2.35,850
36,NY,12516,32.89,25,14.47,11.84,11.84,3.95,760
36,NY,12517,35,30,15,0,20,0,200
36,NY,12518,29.1,18.06,13.71,11.04,20.4,7.69,2990
36,NY,12520,24.4,16.07,14.88,10.71,25.6,8.33,1680
36,NY,12521,32.43,24.32,13.51,9.46,14.86,5.41,740
36,NY,12522,32.74,26.11,15.93,10.18,12.83,2.21,2260
36,NY,12523,32.58,25.84,16.85,10.11,14.61,0,890
36,NY,12524,26.06,17.96,16.33,12.34,21.57,5.74,8020
36,NY,12525,28.81,21.47,16.38,10.73,17.51,5.08,1770
36,NY,12526,30.17,24.58,15.08,10.61,15.08,4.47,1790
36,NY,12527,25,25,17.86,14.29,17.86,0,280
36,NY,12528,31.1,21.28,15.33,11.9,16.67,3.72,6720
36,NY,12529,34.78,25.22,13.04,8.7,13.04,5.22,1150
36,NY,12531,27.39,17.83,12.74,12.1,21.66,8.28,1570
36,NY,12533,26.67,15.81,12.2,10.78,24.63,9.91,12710
36,NY,12534,39.53,27.14,13.57,8.04,9.22,2.5,7590
36,NY,12538,31.69,22.57,15.25,10.46,17.49,2.54,6690
36,NY,12540,27.22,15.36,12.13,10.51,23.72,11.05,3710
36,NY,12542,29.53,22.82,13.76,11.74,17.79,4.36,2980
36,NY,12543,33.13,26.88,15,12.5,12.5,0,1600
36,NY,12545,28.05,22.17,12.67,10.41,17.19,9.5,2210
36,NY,12546,34.31,27.01,14.6,8.76,11.68,3.65,1370
36,NY,12547,32.45,20.53,15.23,10.6,16.56,4.64,1510
36,NY,12548,31.65,20.25,16.46,11.39,17.72,2.53,790
36,NY,12549,29.47,18.66,13.75,11.59,21.22,5.3,5090
36,NY,12550,39.8,24.75,12.43,8.21,12.16,2.66,25580
36,NY,12553,30.9,23.24,15.11,10.43,16.79,3.53,13040
36,NY,12561,32.87,19.56,13.45,10.12,18.45,5.55,7210
36,NY,12563,33.43,16.29,14.04,10.39,19.1,6.74,3560
36,NY,12564,28.21,18.8,13.68,10.26,21.65,7.41,3510
36,NY,12565,40,30.67,13.33,8,8,0,750
36,NY,12566,31.84,21.09,15.04,11.13,18.16,2.73,5120
36,NY,12567,32.06,25.19,15.27,9.92,12.98,4.58,1310
36,NY,12569,28.99,20.82,14.59,11.09,19.07,5.45,5140
36,NY,12570,26.88,15.03,12.14,10.98,26.3,8.67,3460
36,NY,12571,30.89,19.65,14.04,10.37,19.01,6.05,4630
36,NY,12572,27.6,18.1,14.71,11.09,19.46,9.05,4420
36,NY,12574,29.41,17.65,23.53,0,29.41,0,170
36,NY,12575,26.96,17.39,11.3,9.57,27.83,6.96,1150
36,NY,12577,28.71,14.85,12.87,12.87,23.76,6.93,1010
36,NY,12578,29.2,16.81,14.16,9.73,23.89,6.19,1130
36,NY,12580,29.19,20,13.51,12.43,18.92,5.95,1850
36,NY,12581,27.72,22.77,15.84,9.9,17.82,5.94,1010
36,NY,12582,24.78,15.65,13.04,11.3,26.52,8.7,2300
36,NY,12583,32.71,24.3,14.02,10.28,14.95,3.74,1070
36,NY,12585,27.27,18.18,13.64,9.09,25,6.82,440
36,NY,12586,33.39,22.42,14.52,9.84,17.1,2.74,6200
36,NY,12589,33.97,20.15,13.97,10.88,17.65,3.38,6800
36,NY,12590,29.27,20.41,14.85,11.83,19.44,4.21,18520
36,NY,12592,30.91,25.45,18.18,9.09,16.36,0,550
36,NY,12594,33.67,22.45,14.29,10.71,16.33,2.55,1960
36,NY,12601,41.71,26.36,12.51,7.51,10.01,1.89,17980
36,NY,12603,29.35,19.91,14.63,11.15,19.96,5,20990
36,NY,12701,47.49,27.23,11.33,6.1,6.32,1.53,4590
36,NY,12719,34.09,20.45,18.18,11.36,15.91,0,440
36,NY,12720,27.27,18.18,27.27,27.27,0,0,110
36,NY,12721,32.89,23.15,14.09,10.74,16.44,2.68,2980
36,NY,12722,41.18,23.53,17.65,17.65,0,0,170
36,NY,12723,36.62,23.94,14.08,9.86,12.68,2.82,710
36,NY,12724,33.33,26.67,26.67,0,13.33,0,150
36,NY,12725,35.71,28.57,14.29,21.43,0,0,140
36,NY,12726,34,22,16,12,16,0,500
36,NY,12729,37.5,25,15,11.25,11.25,0,800
36,NY,12732,33.33,19.44,13.89,11.11,22.22,0,360
36,NY,12733,50,30.77,7.69,11.54,0,0,260
36,NY,12734,36.36,34.55,12.73,7.27,9.09,0,550
36,NY,12737,34.88,20.93,15.12,12.79,13.95,2.33,860
36,NY,12738,41.67,16.67,16.67,25,0,0,120
36,NY,12740,32.22,21.11,17.78,13.33,13.33,2.22,900
36,NY,12741,38.46,23.08,15.38,23.08,0,0,130
36,NY,12742,37.5,43.75,0,18.75,0,0,160
36,NY,12743,40,13.33,26.67,0,20,0,150
36,NY,12746,37.5,23.21,17.86,8.93,12.5,0,560
36,NY,12747,38.67,26.67,13.33,8,13.33,0,750
36,NY,12748,36.56,22.58,15.05,8.6,15.05,2.15,930
36,NY,12749,38.89,27.78,22.22,0,11.11,0,180
36,NY,12751,51.16,25.58,11.63,6.98,4.65,0,430
36,NY,12752,31.25,31.25,25,0,12.5,0,160
36,NY,12754,41.67,28.26,13.04,6.88,7.97,2.17,2760
36,NY,12758,39.08,24.71,14.37,8.62,11.49,1.72,1740
36,NY,12759,53.73,23.88,10.45,5.97,5.97,0,670
36,NY,12760,42.86,23.81,23.81,0,9.52,0,210
36,NY,12762,42.31,26.92,19.23,0,11.54,0,260
36,NY,12763,36.11,27.78,16.67,8.33,11.11,0,360
36,NY,12764,38.96,20.78,14.29,10.39,15.58,0,770
36,NY,12765,30.23,23.26,13.95,11.63,20.93,0,430
36,NY,12766,46.67,26.67,13.33,13.33,0,0,150
36,NY,12768,35.71,26.19,16.67,7.14,14.29,0,420
36,NY,12771,40.22,23.69,12.88,8.9,12.56,1.75,6290
36,NY,12775,29.37,19.05,14.29,11.9,19.84,5.56,1260
36,NY,12776,36.47,25.88,14.12,9.41,14.12,0,850
36,NY,12777,27.27,21.21,12.12,15.15,24.24,0,330
36,NY,12778,34.29,22.86,14.29,11.43,17.14,0,350
36,NY,12779,43,33,9,6,7,2,1000
36,NY,12780,34.55,20,15.45,12.73,17.27,0,1100
36,NY,12781,27.27,36.36,36.36,0,0,0,110
36,NY,12783,35.09,28.07,14.04,10.53,12.28,0,570
36,NY,12785,28.85,23.08,17.31,13.46,17.31,0,520
36,NY,12786,35.48,25.81,16.13,6.45,16.13,0,310
36,NY,12787,28.57,23.81,19.05,14.29,14.29,0,210
36,NY,12788,37.23,24.47,14.89,10.64,12.77,0,940
36,NY,12789,40,28,13.33,6.67,12,0,750
36,NY,12790,33.33,25.78,16.44,11.11,11.56,1.78,2250
36,NY,12791,34.38,21.88,12.5,15.63,15.63,0,320
